"Channel 1_x","Channel 1_y"
17.56916189,29,
17.58178496,29,
17.59380102,29,
17.60185385,29,
17.61498117,29,
17.62231994,28,
17.63456202,29,
17.64767694,29,
17.65510201,29,
17.66665912,29,
17.6757381,28,
17.68785787,28,
17.69925284,29,
17.70848203,29,
17.7174089,29,
17.72877312,29,
17.73705602,29,
17.74929309,29,
17.75783491,29,
17.76979208,29,
17.78142309,29,
17.790447,28,
17.80255985,29,
17.815346,29,
17.82319689,29,
17.83351994,29,
17.84361196,28,
17.85175395,29,
17.86459279,29,
17.87222099,28,
17.88446379,29,
17.89765286,29,
17.90493798,29,
17.91719985,29,
17.92555285,29,
17.93772697,29,
17.94907999,29,
17.95830083,28,
17.96743083,29,
17.97865391,29,
17.99103093,29,
17.99958181,29,
18.0115099,29,
18.01964498,29,
18.03187609,29,
18.04031992,28,
18.0523808,29,
18.06507993,29,
18.07311416,28,
18.08327699,29,
18.09362888,28,
18.10562897,29,
18.11646199,29,
18.12624788,29,
18.13431907,29,
18.14714384,29,
18.154809,29,
18.16708183,29,
18.17821598,29,
18.18762708,28,
18.19983888,28,
18.2081778,29,
18.22032404,29,
18.23278308,29,
18.24097991,29,
18.25130177,28,
18.26486993,29,
18.27174592,29,
18.28314495,28,
18.29411793,29,
18.30221796,29,
18.31501794,29,
18.32273197,29,
18.33499289,28,
18.34794188,29,
18.35545278,28,
18.36703897,29,
18.37614202,28,
18.38457012,29,
18.39771795,29,
18.4088099,29,
18.41710901,29,
18.42916775,29,
18.43741393,29,
18.44968486,29,
18.45917583,29,
18.4701879,29,
18.48280096,29,
18.490762,29,
18.50293994,28,
18.51511693,29,
18.52357817,29,
18.53501797,28,
18.54851103,29,
18.55498195,29,
18.56736588,29,
18.57814598,29,
18.58484507,29,
18.59794092,29,
18.60532188,29,
18.6179049,28,
18.63167405,29,
18.63832188,29,
18.64998984,29,
18.65877199,29,
18.66856289,29,
18.6819241,29,
18.69136691,29,
18.70053291,28,
18.71178603,29,
18.72070813,29,
18.73351502,28,
18.74198794,29,
18.75279307,29,
18.76711297,29,
18.77649188,29,
18.78540111,28,
18.79867101,29,
18.80626798,29,
18.81692481,29,
18.82665086,29,
18.83479595,29,
18.84793091,29,
18.85519004,29,
18.86772299,29,
18.8815968,29,
18.88864398,29,
18.90043497,29,
18.90861392,29,
18.92070293,29,
18.93264985,29,
18.94134974,28,
18.95100808,28,
18.96444702,29,
18.9721489,29,
18.98365378,29,
18.99452591,29,
19.00259495,29,
19.016747,29,
19.02589011,29,
19.03534389,29,
19.04946208,29,
19.05801797,29,
19.06680799,29,
19.07649302,29,
19.08485508,29,
19.0978601,29,
19.10924888,29,
19.1173141,29,
19.12957096,29,
19.13781881,29,
19.15006375,29,
19.16047788,28,
19.17064595,29,
19.18331695,29,
19.1913228,28,
19.20331001,29,
19.21564007,29,
19.22395587,28,
19.23417687,29,
19.24783397,29,
19.25474882,28,
19.26642776,28,
19.27868295,28,
19.28566813,29,
19.2974999,29,
19.30574489,29,
19.31796408,29,
19.33121896,29,
19.33844995,28,
19.35017085,28,
19.35911918,29,
19.3671701,29,
19.37942982,29,
19.38763118,28,
19.39995694,29,
19.41218781,29,
19.42041397,28,
19.43267083,29,
19.4411068,28,
19.45316505,29,
19.46504903,29,
19.47379303,29,
19.48435187,29,
19.4973681,28,
19.50656676,29,
19.51614594,29,
19.52707982,29,
19.53709388,29,
19.55110502,28,
19.566571,29,
19.58025193,29,
19.58884597,29,
19.602633,28,
19.61759305,29,
19.63343191,29,
19.68154502,29,
19.71271396,29,
19.72146893,29,
19.78601694,29,
19.83835101,29,
19.8531599,29,
19.89264297,29,
19.91960907,28,
19.93454385,29,
19.95063186,29,
19.97081804,29,
19.98147511,28,
19.99471688,28,
20.01505995,29,
20.03296995,28,
20.04091382,29,
20.05512094,29,
20.06638598,29,
20.0745821,30,
20.0836401,29,
20.09242892,28,
20.10043287,29,
20.10634589,29,
20.11654902,29,
20.12242103,29,
20.1331749,29,
20.14073181,29,
20.15006685,29,
20.15578294,28,
20.1669178,29,
20.17461085,28,
20.18390083,29,
20.1915369,29,
20.20053983,29,
20.20784402,29,
20.2174809,29,
20.23063183,28,
20.23721504,28,
20.24949694,29,
20.25764084,29,
20.26691508,28,
20.27267003,29,
20.28395891,29,
20.29452491,29,
20.30099297,28,
20.31404376,28,
20.32061291,29,
20.33230782,29,
20.33954597,29,
20.35064697,29,
20.36068773,29,
20.36743093,29,
20.37723589,28,
20.38492393,28,
20.39799976,29,
20.40482998,29,
20.41643596,29,
20.42462897,28,
20.43456507,29,
20.44767308,29,
20.45450807,29,
20.46598101,28,
20.47248483,29,
20.48402405,29,
20.49398494,30,
20.50073195,29,
20.5080471,28,
20.51648784,28,
20.52222395,28,
20.53380609,29,
20.54187298,28,
20.55140305,29,
20.56457996,28,
20.57117105,29,
20.58302903,29,
20.59087896,28,
20.60020614,28,
20.6064651,29,
20.61711788,29,
20.62304592,29,
20.63381696,28,
20.64054298,29,
20.65011406,28,
20.65600896,28,
20.66653109,29,
20.674119,29,
20.68315792,29,
20.68906999,29,
20.69979906,28,
20.7079699,29,
20.71665692,29,
20.72239304,29,
20.73407197,29,
20.7441411,29,
20.75087905,28,
20.76363492,29,
20.77138901,29,
20.78329492,28,
20.79120898,29,
20.80018091,29,
20.80586696,29,
20.8167789,29,
20.82426119,29,
20.83442879,29,
20.84789991,28,
20.8545301,29,
20.86619806,28,
20.87348104,29,
20.88433886,29,
20.89875698,29,
20.90531683,29,
20.91705704,29,
20.92482209,29,
20.93438888,28,
20.947577,28,
20.95445085,29,
20.96582699,29,
20.97296309,29,
20.98420596,28,
20.99791098,30,
21.00472593,29,
21.01626587,28,
21.0255549,29,
21.03493714,29,
21.04832578,29,
21.05511975,29,
21.06669307,29,
21.07491684,28,
21.08379388,28,
21.08986688,28,
21.10044599,29,
21.106987,28,
21.11759591,29,
21.13066912,29,
21.13758206,29,
21.15002012,29,
21.15770793,29,
21.16751313,28,
21.18075705,29,
21.18795395,29,
21.20112205,29,
21.21568799,29,
21.22232795,29,
21.23394299,28,
21.24384212,28,
21.25142193,29,
21.26441503,29,
21.271245,28,
21.28370404,29,
21.29142189,28,
21.30117607,29,
21.31512904,28,
21.32218385,28,
21.3337028,28,
21.34426498,29,
21.35100102,29,
21.36398578,28,
21.37159705,29,
21.38299704,29,
21.39111185,28,
21.40020394,29,
21.409096,29,
21.41884398,29,
21.43228292,29,
21.43915105,28,
21.45048189,29,
21.45861506,29,
21.4687438,29,
21.48217177,28,
21.48929095,28,
21.50029206,28,
21.50771785,29,
21.51804495,29,
21.53153086,28,
21.53942895,28,
21.55070901,29,
21.56139278,28,
21.56890392,29,
21.58228087,29,
21.58906913,29,
21.60070992,29,
21.61173892,29,
21.6184659,29,
21.63143492,29,
21.63831401,28,
21.65002394,29,
21.65683794,29,
21.6647799,29,
21.67341113,29,
21.67977691,29,
21.68571281,29,
21.69851279,29,
21.70539594,28,
21.71682692,29,
21.72492003,28,
21.73439002,29,
21.74741101,29,
21.75412083,29,
21.76578403,28,
21.77253389,29,
21.78431296,29,
21.79795408,29,
21.80477285,29,
21.81626487,29,
21.82526112,29,
21.83433485,29,
21.84763002,28,
21.8545258,29,
21.86763787,29,
21.88148594,29,
21.88833499,29,
21.90029383,29,
21.9087429,29,
21.91849995,28,
21.93175817,28,
21.93861604,29,
21.95021486,29,
21.95769095,29,
21.96743703,29,
21.97775483,29,
21.98518872,29,
21.99842882,29,
22.00495696,29,
22.01668,29,
22.02462316,29,
22.034585,29,
22.04823089,29,
22.05521894,29,
22.06677985,29,
22.07482004,28,
22.08414388,29,
22.09403491,29,
22.10079598,29,
22.11089993,29,
22.11789107,29,
22.13126493,29,
22.13812089,29,
22.14984298,29,
22.16098785,28,
22.16857076,28,
22.18237281,29,
22.18936396,29,
22.20053983,29,
22.20919609,28,
22.21827888,29,
22.23142695,29,
22.23815179,28,
22.24970603,28,
22.25895691,29,
22.26723194,29,
22.27438688,29,
22.28344083,29,
22.2896781,29,
22.3003788,29,
22.30628896,28,
22.31705809,28,
22.3245759,29,
22.33501196,29,
22.34841013,28,
22.35509706,28,
22.36659718,29,
22.37406373,29,
22.38381791,29,
22.39094305,28,
22.40011787,29,
22.40585899,28,
22.41687298,29,
22.42466617,29,
22.43449688,29,
22.44784784,29,
22.45447302,28,
22.46605587,28,
22.47275996,29,
22.48433995,29,
22.49775481,29,
22.50439978,29,
22.5159831,29,
22.52282906,28,
22.53420115,28,
22.5475719,29,
22.55434704,29,
22.56575298,29,
22.57274699,29,
22.58404779,28,
22.59401011,29,
22.600986,29,
22.61393785,29,
22.62077999,28,
22.63229012,29,
22.63973975,29,
22.65200782,29,
22.66516995,28,
22.67266107,28,
22.68311596,29,
22.69310308,29,
22.70524287,29,
22.71643996,29,
22.72588992,29,
22.73391581,28,
22.74623203,29,
22.75442886,29,
22.7666769,28,
22.774997,29,
22.78723979,29,
22.79944301,29,
22.80779481,29,
22.81992197,29,
22.83172703,29,
22.84059286,29,
22.85053396,29,
22.86111212,29,
22.86912203,28,
22.88212395,29,
22.89378405,29,
22.90183496,29,
22.91578913,29,
22.92366099,29,
22.93616486,28,
22.95052481,29,
22.96339607,29,
22.97133803,29,
22.98401999,29,
22.99648499,29,
23.00418687,29,
23.01755905,28,
23.03228211,29,
23.04154897,28,
23.05205202,28,
23.06625676,29,
23.07794404,29,
23.08600593,29,
23.09951496,29,
23.11314106,28,
23.12008405,29,
23.13189983,28,
23.13856196,29,
23.14974475,29,
23.15724397,29,
23.167171,29,
23.17325807,29,
23.18390203,28,
23.19123411,29,
23.20013309,28,
23.20596409,29,
23.2173779,28,
23.22715378,29,
23.23771095,29,
23.24940801,29,
23.25871897,28,
23.268363,30,
23.28189683,29,
23.29107308,29,
23.30021405,29,
23.31150699,29,
23.31969404,29,
23.3319118,29,
23.34028602,29,
23.35239983,28,
23.36558199,29,
23.37305689,29,
23.38513589,29,
23.39828086,29,
23.40563393,29,
23.41736197,29,
23.42791986,29,
23.43470478,28,
23.44813704,29,
23.45497489,29,
23.46711493,29,
23.47547793,28,
23.48754787,28,
23.49982691,29,
23.50818777,29,
23.52033401,28,
23.53201103,29,
23.54105687,29,
23.55071473,29,
23.56141996,29,
23.56957579,29,
23.58180594,28,
23.59420586,28,
23.60226393,28,
23.61499786,29,
23.62273502,29,
23.63504314,29,
23.64842391,28,
23.65550685,29,
23.666713,29,
23.67617798,28,
23.68825912,29,
23.69988608,28,
23.70883298,29,
23.71722484,28,
23.72916889,28,
23.73744488,29,
23.74965596,28,
23.75811601,28,
23.77020907,29,
23.78211498,29,
23.79083276,29,
23.80300379,29,
23.81543803,29,
23.82358289,29,
23.83431077,28,
23.84760404,28,
23.85455894,29,
23.86605477,29,
23.87280583,29,
23.88485885,29,
23.89808893,29,
23.90538073,29,
23.91764307,28,
23.93080401,29,
23.93810987,29,
23.94964504,29,
23.95876503,29,
23.96708989,29,
23.97906613,28,
23.99137998,29,
24.00027585,28,
24.01180387,29,
24.0200398,29,
24.03231406,29,
24.04075003,29,
24.05275393,29,
24.06636,29,
24.07876897,29,
24.08627701,29,
24.10011601,28,
24.11232209,29,
24.12039804,29,
24.13405585,29,
24.14560413,29,
24.15240598,29,
24.16540694,29,
24.17205405,28,
24.18487692,27,
24.19895291,29,
24.20557213,29,
24.21700716,28,
24.22565508,29,
24.23459673,29,
24.24813795,28,
24.25499105,29,
24.26672697,28,
24.276896,29,
24.28476787,29,
24.29832697,29,
24.30523491,29,
24.31672192,28,
24.32473493,28,
24.33538508,29,
24.34836292,29,
24.35609007,29,
24.36681795,29,
24.37650514,28,
24.38463092,28,
24.39809299,29,
24.40919185,29,
24.41816401,29,
24.43138289,29,
24.43809986,28,
24.45004797,29,
24.45846295,29,
24.47056103,29,
24.48224092,29,
24.49117112,29,
24.50331903,29,
24.51514792,29,
24.52398801,29,
24.53547096,29,
24.55077696,29,
24.56651282,29,
24.57921982,29,
24.58757305,28,
24.60166407,28,
24.61757112,29,
24.6334939,29,
24.64679193,29,
24.65521884,29,
24.66978598,29,
24.68611288,29,
24.70297074,28,
24.73222804,29,
24.74591303,28,
24.76881576,29,
24.78761005,29,
24.8240571,29,
24.83635306,29,
24.85021114,28,
24.86312079,29,
24.870996,28,
24.88365316,29,
24.8959868,28,
24.90370512,28,
24.91554999,29,
24.92255688,28,
24.93395877,28,
24.94159007,29,
24.95106673,28,
24.9641819,29,
24.97101784,29,
24.98251104,28,
24.98911095,29,
25.00063896,28,
25.01151586,29,
25.0179069,29,
25.0310359,28,
25.03843689,28,
25.05005383,29,
25.05848098,28,
25.06721997,28,
25.07325792,28,
25.08364582,29,
25.08962679,28,
25.10005999,29,
25.10628605,29,
25.11683083,29,
25.12256575,29,
25.13352704,29,
25.14122891,29,
25.15091777,28,
25.16404986,29,
25.17076206,29,
25.18232703,28,
25.18899202,30,
25.20059705,29,
25.21023989,29,
25.21734405,28,
25.22395396,29,
25.23412204,29,
25.24714184,29,
25.25433803,29,
25.26573801,29,
25.27217698,29,
25.28447294,29,
25.29806805,28,
25.30489087,29,
25.31638503,29,
25.32431412,29,
25.33341384,29,
25.33962011,28,
25.35015082,29,
25.35602999,29,
25.36681604,28,
25.372715,29,
25.38358092,28,
25.39172292,29,
25.40084505,29,
25.41406584,29,
25.42086983,29,
25.43236184,29,
25.43910694,28,
25.45016193,29,
25.45821095,29,
25.46754098,29,
25.47647595,29,
25.48442602,29,
25.49727297,29,
25.50427103,29,
25.51585889,28,
25.522578,29,
25.53401494,29,
25.54443693,29,
25.55077887,29,
25.56117392,28,
25.56757808,29,
25.58059192,29,
25.58722997,28,
25.59895492,28,
25.60545588,29,
25.61684704,29,
25.62448883,29,
25.63407683,29,
25.6427021,29,
25.65051389,28,
25.65762997,29,
25.666991,28,
25.67320609,29,
25.68363118,29,
25.68936086,29,
25.7001338,29,
25.70840287,29,
25.71756792,29,
25.730443,29,
25.7372601,29,
25.74856997,28,
25.75694394,30,
25.76651382,29,
25.77726698,29,
25.789675,28,
25.8002398,29,
25.81000495,29,
25.81806803,29,
25.83122683,29,
25.83858895,29,
25.85084295,29,
25.86399889,28,
25.87134886,29,
25.88365102,29,
25.89197206,29,
25.90410185,28,
25.915627,29,
25.92477584,29,
25.93429708,29,
25.94748282,29,
25.95422697,29,
25.96586299,28,
25.97393894,29,
25.98601389,29,
25.99838901,29,
26.00669909,29,
26.01877713,29,
26.03175807,28,
26.03936791,28,
26.05000401,29,
26.05988789,29,
26.06796098,29,
26.08116603,29,
26.09267497,28,
26.10075498,29,
26.11393404,29,
26.12120199,27,
26.13347101,28,
26.14491296,29,
26.1539588,29,
26.16670394,29,
26.17752814,29,
26.18667698,29,
26.19996595,29,
26.21210384,28,
26.22121,28,
26.23391008,29,
26.24617696,29,
26.25401497,29,
26.26652908,28,
26.2778728,29,
26.28552604,29,
26.29951596,28,
26.3111732,29,
26.31866002,29,
26.33221507,29,
26.34116411,29,
26.35209703,29,
26.3665998,29,
26.37708592,29,
26.38606215,29,
26.39896393,29,
26.4067688,28,
26.41795611,29,
26.432863,29,
26.44396281,29,
26.45253706,29,
26.46572685,28,
26.47515392,29,
26.48514509,29,
26.49853206,29,
26.50787306,29,
26.51837802,28,
26.53231478,28,
26.54018998,30,
26.55237699,29,
26.56521702,29,
26.57190704,29,
26.5836091,29,
26.5916748,28,
26.60075188,29,
26.61381817,28,
26.62035084,29,
26.63192081,29,
26.63860512,29,
26.65024209,29,
26.65780997,29,
26.66758704,29,
26.68046379,28,
26.68720889,29,
26.6988759,29,
26.70557594,29,
26.71720195,29,
26.72548103,28,
26.73389196,29,
26.741503,29,
26.75026512,29,
26.76025796,29,
26.76841903,29,
26.78194308,29,
26.79306602,28,
26.8017931,29,
26.81655383,29,
26.82671905,28,
26.8356328,28,
26.84990788,28,
26.85969496,29,
26.86892104,29,
26.88194895,29,
26.88941002,29,
26.90013599,29,
26.90821195,29,
26.91697311,29,
26.92805696,28,
26.93633795,29,
26.94929409,29,
26.95709801,28,
26.96900201,29,
26.98189592,29,
26.98966098,29,
27.00177193,28,
27.01493812,28,
27.02227187,29,
27.03416181,28,
27.04758978,29,
27.05449176,29,
27.06626511,29,
27.07560396,29,
27.08373404,28,
27.09596801,29,
27.10420084,29,
27.11645198,29,
27.12584901,28,
27.13698792,29,
27.14925003,29,
27.15758681,29,
27.16800094,29,
27.18162894,29,
27.1903019,28,
27.20046687,29,
27.21073294,29,
27.21885681,28,
27.23249292,29,
27.24090004,29,
27.25166011,29,
27.26505399,29,
27.27208281,29,
27.28439188,28,
27.29877496,28,
27.30593514,29,
27.31709599,29,
27.32542396,29,
27.33495402,29,
27.34820104,29,
27.35500216,29,
27.366714,29,
27.37864089,29,
27.40418601,29,
27.41101384,29,
27.42221379,29,
27.43293691,29,
27.43868399,29,
27.44879317,29,
27.45442605,29,
27.46475291,29,
27.47054386,29,
27.48109388,29,
27.49346399,29,
27.50152302,29,
27.51371694,29,
27.52199984,28,
27.53423095,29,
27.54591894,29,
27.55476785,29,
27.56520081,29,
27.57532001,29,
27.5875001,28,
27.59786606,29,
27.60809803,29,
27.61619878,28,
27.62843585,29,
27.63678312,29,
27.64891195,29,
27.657341,29,
27.66941381,28,
27.68168902,29,
27.69010997,28,
27.70217705,28,
27.71420479,29,
27.72282791,29,
27.73206592,29,
27.74330115,29,
27.75134683,28,
27.76378298,29,
27.77186108,29,
27.78411174,29,
27.79670501,29,
27.80460691,29,
27.81684399,29,
27.82525277,29,
27.83734989,29,
27.84780598,29,
27.85796499,29,
27.86602402,28,
27.87831712,29,
27.89919901,29,
27.90653491,29,
27.91756105,28,
27.93059611,29,
27.93792582,29,
27.94949198,29,
27.95611691,28,
27.96778178,29,
27.98097515,29,
27.98777914,29,
27.999506,29,
28.00618291,29,
28.01784897,29,
28.03113198,28,
28.03796411,28,
28.04964399,29,
28.05773497,29,
28.06683707,28,
28.07512808,29,
28.08721685,28,
28.09944296,29,
28.10777593,29,
28.11991596,29,
28.13183475,29,
28.14060998,29,
28.15004206,29,
28.16110373,29,
28.16911793,28,
28.18183494,29,
28.19380093,29,
28.20189214,29,
28.21511388,29,
28.22232795,29,
28.23466277,29,
28.24833107,29,
28.25521898,29,
28.26644087,29,
28.27572703,28,
28.28788877,29,
28.29947281,29,
28.30851889,29,
28.31795502,28,
28.33116484,28,
28.33815598,29,
28.34969091,29,
28.35770392,28,
28.36979508,29,
28.38168383,29,
28.39042497,29,
28.40253901,29,
28.4152379,28,
28.42315173,29,
28.43342209,29,
28.44365311,29,
28.45173287,29,
28.46482396,29,
28.47221398,28,
28.48457813,29,
28.49747992,29,
28.50499892,28,
28.51724696,29,
28.52564096,29,
28.53769183,30,
28.54939294,29,
28.55830693,29,
28.56738615,28,
28.57869887,29,
28.59107995,29,
28.60032201,28,
28.61151195,29,
28.6196909,28,
28.63194489,29,
28.64035511,29,
28.65240908,29,
28.66585016,29,
28.67429185,29,
28.68520498,29,
28.69901681,29,
28.70768595,29,
28.71712995,29,
28.72630191,29,
28.73446202,29,
28.74770093,29,
28.75510812,28,
28.76725602,28,
28.77934313,29,
28.78760076,29,
28.79980803,29,
28.8103528,29,
28.82031989,29,
28.8327291,28,
28.84312797,28,
28.85096383,29,
28.86505008,29,
28.87265086,29,
28.88414311,29,
28.89504004,29,
28.90224314,29,
28.91560912,29,
28.92275095,29,
28.93500686,29,
28.94881988,29,
28.95562482,29,
28.96661401,28,
28.97618294,28,
28.988307,28,
29.00000882,30,
29.00889492,29,
29.01810884,28,
29.03157711,29,
29.03879285,29,
29.05062699,29,
29.06252789,29,
29.07017279,28,
29.08242202,29,
29.09089684,29,
29.10297012,29,
29.11512184,29,
29.1236558,29,
29.13460493,28,
29.14780593,28,
29.15482807,28,
29.16701794,29,
29.17686391,29,
29.18486977,29,
29.19836688,29,
29.20533395,29,
29.21769595,28,
29.23106194,29,
29.23826194,29,
29.25018001,29,
29.26028991,28,
29.27086091,29,
29.28277707,29,
29.29153585,29,
29.30143595,29,
29.31628585,29,
29.32512903,28,
29.33394408,29,
29.34069896,29,
29.35283995,29,
29.36590791,29,
29.37330985,29,
29.38554597,28,
29.39851689,28,
29.40606475,28,
29.41685605,29,
29.42687798,29,
29.43473792,29,
29.44889998,29,
29.45599008,28,
29.47913504,28,
29.48862886,29,
29.50480008,29,
29.52506399,29,
29.54264998,29,
29.57324219,29,
29.59777784,29,
29.62647295,29,
29.65115809,29,
29.67749882,29,
29.69822383,29,
29.71956491,29,
29.743155,29,
29.77973604,28,
29.80672407,29,
29.82329082,29,
29.84437299,29,
29.86323404,28,
29.88129091,28,
29.89688897,29,
29.91251779,29,
29.92762399,29,
29.93892097,29,
29.95767975,28,
29.97318506,28,
29.98863578,29,
30.0068531,29,
30.02307892,29,
30.03947592,29,
30.05698395,28,
30.07311106,29,
30.09145594,29,
30.10707879,29,
30.12341499,29,
30.13933992,29,
30.15551305,29,
30.1733079,29,
30.18947983,29,
30.20794892,29,
30.22273397,29,
30.241714,29,
30.25657177,29,
30.27282691,29,
30.29234886,28,
30.30616498,29,
30.32635283,29,
30.33962083,29,
30.35627103,29,
30.37518477,29,
30.38930392,28,
30.40668583,29,
30.42298484,29,
30.44115496,29,
30.45526505,29,
30.47243595,28,
30.49003601,28,
30.50608802,29,
30.52311397,29,
30.53873086,29,
30.55526996,29,
30.57282305,29,
30.58977199,28,
30.60737681,29,
30.62503195,28,
30.63977504,29,
30.65636206,29,
30.67379498,29,
30.69186997,29,
30.7065239,29,
30.72388196,29,
30.74234891,29,
30.75857401,28,
30.7720871,29,
30.789294,29,
30.80594516,29,
30.82427907,29,
30.8411839,29,
30.85673189,29,
30.87338281,29,
30.89082503,28,
30.90649796,29,
30.92386103,29,
30.93916273,29,
30.95634604,29,
30.97297192,29,
30.98845696,29,
31.00543594,28,
31.02815008,29,
31.04180884,29,
31.05576086,29,
31.07190704,29,
31.08917093,29,
31.10582089,29,
31.12450981,30,
31.13970494,29,
31.15894079,29,
31.17288399,29,
31.19215202,29,
31.20668387,29,
31.22605395,29,
31.23911285,29,
31.25717807,29,
31.27467895,28,
31.29207611,29,
31.30661607,29,
31.32698894,29,
31.3419168,29,
31.35661697,29,
31.37530589,28,
31.38962603,29,
31.40578198,28,
31.42827797,28,
31.44255304,29,
31.45757294,29,
31.47587204,28,
31.48950696,29,
31.505759,28,
31.52844501,29,
31.54347801,29,
31.55705905,29,
31.57735705,28,
31.5943501,29,
31.61292696,28,
31.63366508,30,
31.64719701,29,
31.65825105,28,
31.66885185,28,
31.68237114,28,
31.69028878,29,
31.7016499,29,
31.71577287,29,
31.72290206,29,
31.73433185,28,
31.74875593,29,
31.75563192,29,
31.7672689,29,
31.77450895,29,
31.78396297,29,
31.79131603,29,
31.8003819,28,
31.806463,29,
31.81703901,29,
31.82451296,29,
31.83421683,29,
31.84758306,29,
31.85454988,29,
31.86662507,29,
31.87505198,28,
31.88409281,29,
31.89421582,29,
31.90116501,29,
31.91444397,28,
31.92185998,28,
31.93379784,28,
31.94209099,29,
31.95099497,28,
31.96500397,28,
31.97237992,28,
31.98415589,28,
31.99447083,29,
32.00143409,29,
32.01474309,29,
32.02197099,30,
32.03387594,29,
32.04242778,29,
32.0513401,29,
32.06480002,29,
32.07163,28,
32.08384109,29,
32.09252596,28,
32.10142994,29,
32.11478496,27,
32.12234282,29,
32.13393784,29,
32.14126301,28,
32.15034485,29,
32.15667391,29,
32.167171,29,
32.17333198,29,
32.18406796,28,
32.19223189,28,
32.20018291,29,
32.20633292,29,
32.21728897,28,
32.22462487,29,
32.23403907,29,
32.24162602,28,
32.25051379,29,
32.25777888,29,
32.26703787,28,
32.27532005,29,
32.28405499,29,
32.29189491,28,
32.30023193,28,
32.30707192,28,
32.31669497,29,
32.32325816,29,
32.33493495,29,
32.34867716,29,
32.35570097,29,
32.36687303,29,
32.37319589,29,
32.38404989,29,
32.39278197,29,
32.40033793,29,
32.40645504,28,
32.41771388,30,
32.43109083,29,
32.43817019,28,
32.45106101,28,
32.46427298,29,
32.4711659,28,
32.48308206,29,
32.49155307,29,
32.50074792,29,
32.512115,29,
32.51928282,29,
32.53274488,28,
32.53978181,28,
32.55105901,29,
32.56441808,29,
32.57128096,29,
32.58317804,29,
32.5914669,29,
32.60065293,28,
32.60791802,29,
32.61713409,28,
32.62442017,29,
32.63396502,29,
32.64109397,29,
32.65064096,29,
32.65822005,28,
32.66696191,29,
32.6735549,28,
32.68362379,28,
32.68958497,29,
32.70092702,29,
32.71420383,28,
32.72163105,29,
32.73358798,28,
32.74220395,29,
32.75087309,28,
32.76414204,29,
32.77174401,29,
32.78332806,28,
32.79152489,29,
32.80104399,28,
32.81472111,28,
32.82234192,29,
32.83458495,28,
32.84819794,29,
32.85528183,29,
32.86727405,29,
32.87795305,29,
32.88551283,28,
32.89883685,28,
32.90574789,29,
32.91763091,28,
32.93127799,29,
32.938622,29,
32.95082092,29,
32.96236014,29,
32.97027397,29,
32.98298383,28,
32.99186397,28,
33.00058603,28,
33.00882411,28,
33.01737285,29,
33.02630711,29,
33.03477502,29,
33.048419,29,
33.05533004,29,
33.06797886,29,
33.08206701,29,
33.0888288,28,
33.10028291,29,
33.1084621,30,
33.11817598,28,
33.13243175,29,
33.13924599,28,
33.15090895,28,
33.16428804,28,
33.17154002,29,
33.18353796,28,
33.19191504,28,
33.2009449,29,
33.21443987,29,
33.22147298,29,
33.23336291,28,
33.24187112,28,
33.25037789,29,
33.25674891,29,
33.26761699,28,
33.28182101,29,
33.28882885,29,
33.30079412,28,
33.31131291,28,
33.31827497,29,
33.33184004,29,
33.34107184,29,
33.35076404,29,
33.361619,29,
33.36841393,28,
33.38185191,28,
33.38864684,29,
33.400666,29,
33.41216302,29,
33.418998,29,
33.43254495,29,
33.43976092,28,
33.45166802,28,
33.46547699,29,
33.47269702,29,
33.48362899,29,
33.49121881,29,
33.50086284,29,
33.51161695,28,
33.51842999,28,
33.53199005,29,
33.53918195,29,
33.55057311,29,
33.5613308,29,
33.56793809,29,
33.58150387,29,
33.58882785,29,
33.60094786,29,
33.61455488,29,
33.62181711,29,
33.63372993,29,
33.64197803,29,
33.65147495,29,
33.66463685,29,
33.67165804,28,
33.68355894,29,
33.69221997,29,
33.70111585,28,
33.71476698,28,
33.72185707,29,
33.73415995,29,
33.74776292,29,
33.75459003,28,
33.76661205,29,
33.77516603,29,
33.78467202,29,
33.79818702,29,
33.8055408,29,
33.81752181,28,
33.83209014,28,
33.84156203,28,
33.85151887,29,
33.86561108,29,
33.87287498,28,
33.88483882,29,
33.89899492,29,
33.90641093,29,
33.91787386,29,
33.93173885,28,
33.93959498,28,
33.95062995,29,
33.9612658,28,
33.96887183,29,
33.98273301,28,
33.99261904,29,
34.00147104,29,
34.01584005,29,
34.02319598,29,
34.034796,28,
34.04842281,29,
34.05533791,28,
34.06742287,29,
34.08096886,29,
34.08822203,29,
34.10028601,29,
34.11181307,28,
34.11916685,29,
34.13189602,28,
34.13926387,29,
34.15064597,28,
34.16153383,29,
34.16917396,29,
34.18193984,29,
34.18911576,29,
34.20145679,28,
34.21539783,29,
34.22254896,29,
34.23399282,29,
34.24352694,29,
34.25117207,28,
34.26497889,29,
34.27218413,28,
34.28377604,29,
34.29272699,28,
34.30140114,29,
34.31548691,29,
34.32317114,29,
34.33462095,29,
34.35007477,28,
34.35979795,29,
34.36850095,28,
34.38230395,30,
34.38978195,29,
34.40075994,29,
34.41170597,28,
34.41882181,29,
34.43247581,29,
34.4405489,29,
34.45110798,29,
34.46492004,29,
34.47258282,29,
34.48430109,29,
34.49872684,28,
34.5060699,29,
34.51832914,29,
34.53410792,29,
34.55082393,29,
34.56727815,28,
34.58393192,30,
34.60049987,29,
34.61478186,28,
34.62616706,28,
34.63640904,28,
